1000,-200.0,-200.0,0
1001,-200.0,-200.0,0
1002,-200.0,-200.0,0
1003,-200.0,-200.0,0
1004,-200.0,-200.0,0
1005,-200.0,-200.0,0
1006,-200.0,-200.0,0
1007,-200.0,-200.0,0
1008,-200.0,-200.0,0
1009,-200.0,-200.0,0
1010,-200.0,-200.0,0
1011,-200.0,-200.0,0
1012,-200.0,-200.0,0
1013,-200.0,-200.0,0
1014,-200.0,-200.0,0
1015,-200.0,-200.0,0
1016,-200.0,-200.0,0
1017,-200.0,-200.0,0
1018,-200.0,-200.0,0
1019,-200.0,-200.0,0
1020,-200.0,-200.0,0
1021,-200.0,-200.0,0
1022,-200.0,-200.0,0
1023,-200.0,-200.0,0
1024,-200.0,-200.0,0
1025,-200.0,-200.0,0
1026,-200.0,-200.0,0
1027,-200.0,-200.0,0
1028,-200.0,-200.0,0
1029,-200.0,-200.0,0
1030,-200.0,-200.0,0
1031,-200.0,-200.0,0
1032,-200.0,-200.0,0
1033,-200.0,-200.0,0
1034,-200.0,-200.0,0
1035,-200.0,-200.0,0
1036,-200.0,-200.0,0
1037,-200.0,-200.0,0
1038,-200.0,-200.0,0
1039,-200.0,-200.0,0
1040,-200.0,-200.0,0
1041,-200.0,-200.0,0
1042,-200.0,-200.0,0
1043,-200.0,-200.0,0
1044,-200.0,-200.0,0
1045,-200.0,-200.0,0
1046,-200.0,-200.0,0
1047,-200.0,-200.0,0
1048,-200.0,-200.0,0
1049,-200.0,-200.0,0
1050,-200.0,-200.0,0
1051,-200.0,-200.0,0
1052,-200.0,-200.0,0
1053,-200.0,-200.0,0
1054,-200.0,-200.0,0
1055,-200.0,-200.0,0
1056,-200.0,-200.0,0
1057,-200.0,-200.0,0
1058,-200.0,-200.0,0
1059,-200.0,-200.0,0
1060,-200.0,-200.0,0
1061,-200.0,-200.0,0
1062,-200.0,-200.0,0
1063,-200.0,-200.0,0
1064,-200.0,-200.0,0
1065,-200.0,-200.0,0
1066,-200.0,-200.0,0
1067,-200.0,-200.0,0
1068,-200.0,-200.0,0
1069,-200.0,-200.0,0
1070,-200.0,-200.0,0
1071,-200.0,-200.0,0
1072,-200.0,-200.0,0
1073,-200.0,-200.0,0
1074,-200.0,-200.0,0
1075,-200.0,-200.0,0
1076,-200.0,-200.0,0
1077,-200.0,-200.0,0
1078,-200.0,-200.0,0
1079,-200.0,-200.0,0
1080,-200.0,-200.0,0
1081,-200.0,-200.0,0
1082,-200.0,-200.0,0
1083,-200.0,-200.0,0
1084,-200.0,-200.0,0
1085,-200.0,-200.0,0
1086,-200.0,-200.0,0
1087,-200.0,-200.0,0
1088,-200.0,-200.0,0
1089,-200.0,-200.0,0
1090,-200.0,-200.0,0
1091,-200.0,-200.0,0
1092,-200.0,-200.0,0
1093,-200.0,-200.0,0
1094,-200.0,-200.0,0
1095,-200.0,-200.0,0
1096,-200.0,-200.0,0
1097,-200.0,-200.0,0
1098,-200.0,-200.0,0
1099,-200.0,-200.0,0
1100,-200.0,-200.0,0
1101,-200.0,-200.0,0
1102,-200.0,-200.0,0
1103,-200.0,-200.0,0
1104,-200.0,-200.0,0
1105,-200.0,-200.0,0
1106,-200.0,-200.0,0
1107,-200.0,-200.0,0
1108,-200.0,-200.0,0
1109,-200.0,-200.0,0
1110,-200.0,-200.0,0
1111,-200.0,-200.0,0
1112,-200.0,-200.0,0
1113,-200.0,-200.0,0
1114,-200.0,-200.0,0
1115,-200.0,-200.0,0
1116,-200.0,-200.0,0
1117,-200.0,-200.0,0
1118,-200.0,-200.0,0
1119,-200.0,-200.0,0
1120,-200.0,-200.0,0
1121,-200.0,-200.0,0
1122,-200.0,-200.0,0
1123,-200.0,-200.0,0
1124,-200.0,-200.0,0
1125,-200.0,-200.0,0
1126,-200.0,-200.0,0
1127,-200.0,-200.0,0
1128,-200.0,-200.0,0
1129,-200.0,-200.0,0
1130,-200.0,-200.0,0
1131,-200.0,-200.0,0
1132,-200.0,-200.0,0
1133,-200.0,-200.0,0
1134,-200.0,-200.0,0
1135,-200.0,-200.0,0
1136,-200.0,-200.0,0
1137,-200.0,-200.0,0
1138,-200.0,-200.0,0
1139,-200.0,-200.0,0
1140,-200.0,-200.0,0
1141,-200.0,-200.0,0
1142,-200.0,-200.0,0
1143,-200.0,-200.0,0
1144,-200.0,-200.0,0
1145,-200.0,-200.0,0
1146,-200.0,-200.0,0
1147,-200.0,-200.0,0
1148,-200.0,-200.0,0
1149,-200.0,-200.0,0
1150,-200.0,-200.0,0
1151,-200.0,-200.0,0
1152,-200.0,-200.0,0
1153,-200.0,-200.0,0
1154,-200.0,-200.0,0
1155,-200.0,-200.0,0
1156,-200.0,-200.0,0
1157,-200.0,-200.0,0
1158,-200.0,-200.0,0
1159,-200.0,-200.0,0
1160,-200.0,-200.0,0
1161,-200.0,-200.0,0
1162,-200.0,-200.0,0
1163,-200.0,-200.0,0
1164,-200.0,-200.0,0
1165,-200.0,-200.0,0
1166,-200.0,-200.0,0
1167,-200.0,-200.0,0
1168,-200.0,-200.0,0
1169,-200.0,-200.0,0
1170,-200.0,-200.0,0
1171,-200.0,-200.0,0
1172,-200.0,-200.0,0
1173,-200.0,-200.0,0
1174,-200.0,-200.0,0
1175,-200.0,-200.0,0
1176,-200.0,-200.0,0
1177,-200.0,-200.0,0
1178,-200.0,-200.0,0
1179,-200.0,-200.0,0
1180,-200.0,-200.0,0
1181,-200.0,-200.0,0
1182,-200.0,-200.0,0
1183,-200.0,-200.0,0
1184,-200.0,-200.0,0
1185,-200.0,-200.0,0
1186,-200.0,-200.0,0
1187,-200.0,-200.0,0
1188,-200.0,-200.0,0
1189,-200.0,-200.0,0
1190,-200.0,-200.0,0
1191,-200.0,-200.0,0
1192,-200.0,-200.0,0
1193,-200.0,-200.0,0
1194,-200.0,-200.0,0
1195,-200.0,-200.0,0
1196,-200.0,-200.0,0
1197,-200.0,-200.0,0
1198,-200.0,-200.0,0
1199,-200.0,-200.0,0
1200,-200.0,-200.0,0
1201,-200.0,-200.0,0
1202,-200.0,-200.0,0
1203,-200.0,-200.0,0
1204,-200.0,-200.0,0
1205,-200.0,-200.0,0
1206,-200.0,-200.0,0
1207,-200.0,-200.0,0
1208,-200.0,-200.0,0
1209,-200.0,-200.0,0
1210,-200.0,-200.0,0
1211,-200.0,-200.0,0
1212,-200.0,-200.0,0
1213,-200.0,-200.0,0
1214,-200.0,-200.0,0
1215,-200.0,-200.0,0
1216,-200.0,-200.0,0
1217,-200.0,-200.0,0
1218,-200.0,-200.0,0
1219,-200.0,-200.0,0
1220,-200.0,-200.0,0
1221,-200.0,-200.0,0
1222,-200.0,-200.0,0
1223,-200.0,-200.0,0
1224,-200.0,-200.0,0
1225,-200.0,-200.0,0
1226,-200.0,-200.0,0
1227,-200.0,-200.0,0
1228,-200.0,-200.0,0
1229,-200.0,-200.0,0
1230,-200.0,-200.0,0
1231,-200.0,-200.0,0
1232,-200.0,-200.0,0
1233,-200.0,-200.0,0
1234,-200.0,-200.0,0
1235,-200.0,-200.0,0
1236,-200.0,-200.0,0
1237,-200.0,-200.0,0
1238,-200.0,-200.0,0
1239,-200.0,-200.0,0
1240,-200.0,-200.0,0
1241,-200.0,-200.0,0
1242,-200.0,-200.0,0
1243,-200.0,-200.0,0
1244,-200.0,-200.0,0
1245,-200.0,-200.0,0
1246,-200.0,-200.0,0
1247,-200.0,-200.0,0
1248,-200.0,-200.0,0
1249,-200.0,-200.0,0
1250,-200.0,-200.0,0
1251,-200.0,-200.0,0
1252,-200.0,-200.0,0
1253,-200.0,-200.0,0
1254,-200.0,-200.0,0
1255,-200.0,-200.0,0
1256,-200.0,-200.0,0
1257,-200.0,-200.0,0
1258,-200.0,-200.0,0
1259,-200.0,-200.0,0
1260,-200.0,-200.0,0
1261,-200.0,-200.0,0
1262,-200.0,-200.0,0
1263,-200.0,-200.0,0
1264,-200.0,-200.0,0
1265,-200.0,-200.0,0
1266,-200.0,-200.0,0
1267,-200.0,-200.0,0
1268,-200.0,-200.0,0
1269,-200.0,-200.0,0
1270,-200.0,-200.0,0
1271,-200.0,-200.0,0
1272,-200.0,-200.0,0
1273,-200.0,-200.0,0
1274,-200.0,-200.0,0
1275,-200.0,-200.0,0
1276,-200.0,-200.0,0
1277,-200.0,-200.0,0
1278,-200.0,-200.0,0
1279,-200.0,-200.0,0
1280,-200.0,-200.0,0
1281,-200.0,-200.0,0
1282,-200.0,-200.0,0
1283,-200.0,-200.0,0
1284,-200.0,-200.0,0
1285,-200.0,-200.0,0
1286,-200.0,-200.0,0
1287,-200.0,-200.0,0
1288,-200.0,-200.0,0
1289,-200.0,-200.0,0
1290,-200.0,-200.0,0
1291,-200.0,-200.0,0
1292,-200.0,-200.0,0
1293,-200.0,-200.0,0
1294,-200.0,-200.0,0
1295,-200.0,-200.0,0
1296,-200.0,-200.0,0
1297,-200.0,-200.0,0
1298,-200.0,-200.0,0
1299,-200.0,-200.0,0
1300,-200.0,-200.0,0
1301,-200.0,-200.0,0
1302,-200.0,-200.0,0
1303,-200.0,-200.0,0
1304,-200.0,-200.0,0
1305,-200.0,-200.0,0
1306,-200.0,-200.0,0
1307,-200.0,-200.0,0
1308,-200.0,-200.0,0
1309,-200.0,-200.0,0
1310,-200.0,-200.0,0
1311,-200.0,-200.0,0
1312,-200.0,-200.0,0
1313,-200.0,-200.0,0
1314,-200.0,-200.0,0
1315,-200.0,-200.0,0
1316,-200.0,-200.0,0
1317,-200.0,-200.0,0
1318,-200.0,-200.0,0
1319,-200.0,-200.0,0
1320,-200.0,-200.0,0
1321,-200.0,-200.0,0
1322,-200.0,-200.0,0
1323,-200.0,-200.0,0
1324,-200.0,-200.0,0
1325,-200.0,-200.0,0
1326,-200.0,-200.0,0
1327,-200.0,-200.0,0
1328,-200.0,-200.0,0
1329,-200.0,-200.0,0
1330,-200.0,-200.0,0
1331,-200.0,-200.0,0
1332,-200.0,-200.0,0
1333,-200.0,-200.0,0
1334,-200.0,-200.0,0
1335,-200.0,-200.0,0
1336,-200.0,-200.0,0
1337,-200.0,-200.0,0
1338,-200.0,-200.0,0
1339,-200.0,-200.0,0
1340,-200.0,-200.0,0
1341,-200.0,-200.0,0
1342,-200.0,-200.0,0
1343,-200.0,-200.0,0
1344,-200.0,-200.0,0
1345,-200.0,-200.0,0
1346,-200.0,-200.0,0
1347,-200.0,-200.0,0
1348,-200.0,-200.0,0
1349,-200.0,-200.0,0
1350,-200.0,-200.0,0
1351,-200.0,-200.0,0
1352,-200.0,-200.0,0
1353,-200.0,-200.0,0
1354,-200.0,-200.0,0
1355,-200.0,-200.0,0
1356,-200.0,-200.0,0
1357,-200.0,-200.0,0
1358,-200.0,-200.0,0
1359,-200.0,-200.0,0
1360,-200.0,-200.0,0
1361,-200.0,-200.0,0
1362,-200.0,-200.0,0
1363,-200.0,-200.0,0
1364,-200.0,-200.0,0
1365,-200.0,-200.0,0
1366,-200.0,-200.0,0
1367,-200.0,-200.0,0
1368,-200.0,-200.0,0
1369,-200.0,-200.0,0
1370,-200.0,-200.0,0
1371,-200.0,-200.0,0
1372,-200.0,-200.0,0
1373,-200.0,-200.0,0
1374,-200.0,-200.0,0
1375,-200.0,-200.0,0
1376,-200.0,-200.0,0
1377,-200.0,-200.0,0
1378,-200.0,-200.0,0
1379,-200.0,-200.0,0
1380,-200.0,-200.0,0
1381,-200.0,-200.0,0
1382,-200.0,-200.0,0
1383,-200.0,-200.0,0
1384,-200.0,-200.0,0
1385,-200.0,-200.0,0
1386,-200.0,-200.0,0
1387,-200.0,-200.0,0
1388,-200.0,-200.0,0
1389,-200.0,-200.0,0
1390,-200.0,-200.0,0
1391,-200.0,-200.0,0
1392,-200.0,-200.0,0
1393,-200.0,-200.0,0
1394,-200.0,-200.0,0
1395,-200.0,-200.0,0
1396,-200.0,-200.0,0
1397,-200.0,-200.0,0
1398,-200.0,-200.0,0
1399,-200.0,-200.0,0
1400,-200.0,-200.0,0
1401,-200.0,-200.0,0
1402,-200.0,-200.0,0
1403,-200.0,-200.0,0
1404,-200.0,-200.0,0
1405,-200.0,-200.0,0
1406,-200.0,-200.0,0
1407,-200.0,-200.0,0
1408,-200.0,-200.0,0
1409,-200.0,-200.0,0
1410,-200.0,-200.0,0
1411,-200.0,-200.0,0
1412,-200.0,-200.0,0
1413,-200.0,-200.0,0
1414,-200.0,-200.0,0
1415,-200.0,-200.0,0
1416,-200.0,-200.0,0
1417,-200.0,-200.0,0
1418,-200.0,-200.0,0
1419,-200.0,-200.0,0
1420,-200.0,-200.0,0
1421,-200.0,-200.0,0
1422,-200.0,-200.0,0
1423,-200.0,-200.0,0
1424,-200.0,-200.0,0
1425,-200.0,-200.0,0
1426,-200.0,-200.0,0
1427,-200.0,-200.0,0
1428,-200.0,-200.0,0
1429,-200.0,-200.0,0
1430,-200.0,-200.0,0
1431,-200.0,-200.0,0
1432,-200.0,-200.0,0
1433,-200.0,-200.0,0
1434,-200.0,-200.0,0
1435,-200.0,-200.0,0
1436,-200.0,-200.0,0
1437,-200.0,-200.0,0
1438,-200.0,-200.0,0
1439,-200.0,-200.0,0
1440,-200.0,-200.0,0
1441,-200.0,-200.0,0
1442,-200.0,-200.0,0
1443,-200.0,-200.0,0
1444,-200.0,-200.0,0
1445,-200.0,-200.0,0
1446,-200.0,-200.0,0
1447,-200.0,-200.0,0
1448,-200.0,-200.0,0
1449,-200.0,-200.0,0
1450,-200.0,-200.0,0
1451,-200.0,-200.0,0
1452,-200.0,-200.0,0
1453,-200.0,-200.0,0
1454,-200.0,-200.0,0
1455,-200.0,-200.0,0
1456,-200.0,-200.0,0
1457,-200.0,-200.0,0
1458,-200.0,-200.0,0
1459,-200.0,-200.0,0
1460,-200.0,-200.0,0
1461,-200.0,-200.0,0
1462,-200.0,-200.0,0
1463,-200.0,-200.0,0
1464,-200.0,-200.0,0
1465,-200.0,-200.0,0
1466,-200.0,-200.0,0
1467,-200.0,-200.0,0
1468,-200.0,-200.0,0
1469,-200.0,-200.0,0
1470,-200.0,-200.0,0
1471,-200.0,-200.0,0
1472,-200.0,-200.0,0
1473,-200.0,-200.0,0
1474,-200.0,-200.0,0
1475,-200.0,-200.0,0
1476,-200.0,-200.0,0
1477,-200.0,-200.0,0
1478,-200.0,-200.0,0
1479,-200.0,-200.0,0
1480,-200.0,-200.0,0
1481,-200.0,-200.0,0
1482,-200.0,-200.0,0
1483,-200.0,-200.0,0
1484,-200.0,-200.0,0
1485,-200.0,-200.0,0
1486,-200.0,-200.0,0
1487,-200.0,-200.0,0
1488,-200.0,-200.0,0
1489,-200.0,-200.0,0
1490,-200.0,-200.0,0
1491,-200.0,-200.0,0
1492,-200.0,-200.0,0
1493,-200.0,-200.0,0
1494,-200.0,-200.0,0
1495,-200.0,-200.0,0
1496,-200.0,-200.0,0
1497,-200.0,-200.0,0
1498,-200.0,-200.0,0
1499,-200.0,-200.0,0
1500,-200.0,-200.0,0
1501,-200.0,-200.0,0
1502,-200.0,-200.0,0
1503,-200.0,-200.0,0
1504,-200.0,-200.0,0
1505,-200.0,-200.0,0
1506,-200.0,-200.0,0
1507,-200.0,-200.0,0
1508,-200.0,-200.0,0
1509,-200.0,-200.0,0
1510,-200.0,-200.0,0
1511,-200.0,-200.0,0
1512,-200.0,-200.0,0
1513,-200.0,-200.0,0
1514,-200.0,-200.0,0
1515,-200.0,-200.0,0
1516,-200.0,-200.0,0
1517,-200.0,-200.0,0
1518,-200.0,-200.0,0
1519,-200.0,-200.0,0
1520,-200.0,-200.0,0
1521,-200.0,-200.0,0
1522,-200.0,-200.0,0
1523,-200.0,-200.0,0
1524,-200.0,-200.0,0
1525,-200.0,-200.0,0
1526,-200.0,-200.0,0
1527,-200.0,-200.0,0
1528,-200.0,-200.0,0
1529,-200.0,-200.0,0
1530,-200.0,-200.0,0
1531,-200.0,-200.0,0
1532,-200.0,-200.0,0
1533,-200.0,-200.0,0
1534,-200.0,-200.0,0
1535,-200.0,-200.0,0
1536,-200.0,-200.0,0
1537,-200.0,-200.0,0
1538,-200.0,-200.0,0
1539,-200.0,-200.0,0
1540,-200.0,-200.0,0
1541,-200.0,-200.0,0
1542,-200.0,-200.0,0
1543,-200.0,-200.0,0
1544,-200.0,-200.0,0
1545,-200.0,-200.0,0
1546,-200.0,-200.0,0
1547,-200.0,-200.0,0
1548,-200.0,-200.0,0
1549,-200.0,-200.0,0
1550,-200.0,-200.0,0
1551,-200.0,-200.0,0
1552,-200.0,-200.0,0
1553,-200.0,-200.0,0
1554,-200.0,-200.0,0
1555,-200.0,-200.0,0
1556,-200.0,-200.0,0
1557,-200.0,-200.0,0
1558,-200.0,-200.0,0
1559,-200.0,-200.0,0
1560,-200.0,-200.0,0
1561,-200.0,-200.0,0
1562,-200.0,-200.0,0
1563,-200.0,-200.0,0
1564,-200.0,-200.0,0
1565,-200.0,-200.0,0
1566,-200.0,-200.0,0
1567,-200.0,-200.0,0
1568,-200.0,-200.0,0
1569,-200.0,-200.0,0
1570,-200.0,-200.0,0
1571,-200.0,-200.0,0
1572,-200.0,-200.0,0
1573,-200.0,-200.0,0
1574,-200.0,-200.0,0
1575,-200.0,-200.0,0
1576,-200.0,-200.0,0
1577,-200.0,-200.0,0
1578,-200.0,-200.0,0
1579,-200.0,-200.0,0
1580,-200.0,-200.0,0
1581,-200.0,-200.0,0
1582,-200.0,-200.0,0
1583,-200.0,-200.0,0
1584,-200.0,-200.0,0
1585,-200.0,-200.0,0
1586,-200.0,-200.0,0
1587,-200.0,-200.0,0
1588,-200.0,-200.0,0
1589,-200.0,-200.0,0
1590,-200.0,-200.0,0
1591,-200.0,-200.0,0
1592,-200.0,-200.0,0
1593,-200.0,-200.0,0
1594,-200.0,-200.0,0
1595,-200.0,-200.0,0
1596,-200.0,-200.0,0
1597,-200.0,-200.0,0
1598,-200.0,-200.0,0
1599,-200.0,-200.0,0
1600,-200.0,-200.0,0
1601,-200.0,-200.0,0
1602,-200.0,-200.0,0
1603,-200.0,-200.0,0
1604,-200.0,-200.0,0
1605,-200.0,-200.0,0
1606,-200.0,-200.0,0
1607,-200.0,-200.0,0
1608,-200.0,-200.0,0
1609,-200.0,-200.0,0
1610,-200.0,-200.0,0
1611,-200.0,-200.0,0
1612,-200.0,-200.0,0
1613,-200.0,-200.0,0
1614,-200.0,-200.0,0
1615,-200.0,-200.0,0
1616,-200.0,-200.0,0
1617,-200.0,-200.0,0
1618,-200.0,-200.0,0
1619,-200.0,-200.0,0
1620,-200.0,-200.0,0
1621,-200.0,-200.0,0
1622,-200.0,-200.0,0
1623,-200.0,-200.0,0
1624,-200.0,-200.0,0
1625,-200.0,-200.0,0
1626,-200.0,-200.0,0
1627,-200.0,-200.0,0
1628,-200.0,-200.0,0
1629,-200.0,-200.0,0
1630,-200.0,-200.0,0
1631,-200.0,-200.0,0
1632,-200.0,-200.0,0
1633,-200.0,-200.0,0
1634,-200.0,-200.0,0
1635,-200.0,-200.0,0
1636,-200.0,-200.0,0
1637,-200.0,-200.0,0
1638,-200.0,-200.0,0
1639,-200.0,-200.0,0
1640,-200.0,-200.0,0
1641,-200.0,-200.0,0
1642,-200.0,-200.0,0
1643,-200.0,-200.0,0
1644,-200.0,-200.0,0
1645,-200.0,-200.0,0
1646,-200.0,-200.0,0
1647,-200.0,-200.0,0
1648,-200.0,-200.0,0
1649,-200.0,-200.0,0
1650,-200.0,-200.0,0
1651,-200.0,-200.0,0
1652,-200.0,-200.0,0
1653,-200.0,-200.0,0
1654,-200.0,-200.0,0
1655,-200.0,-200.0,0
1656,-200.0,-200.0,0
1657,-200.0,-200.0,0
1658,-200.0,-200.0,0
1659,-200.0,-200.0,0
1660,-200.0,-200.0,0
1661,-200.0,-200.0,0
1662,-200.0,-200.0,0
1663,-200.0,-200.0,0
1664,-200.0,-200.0,0
1665,-200.0,-200.0,0
1666,-200.0,-200.0,0
1667,-200.0,-200.0,0
1668,-200.0,-200.0,0
1669,-200.0,-200.0,0
1670,-200.0,-200.0,0
1671,-200.0,-200.0,0
1672,-200.0,-200.0,0
1673,-200.0,-200.0,0
1674,-200.0,-200.0,0
1675,-200.0,-200.0,0
1676,-200.0,-200.0,0
1677,-200.0,-200.0,0
1678,-200.0,-200.0,0
1679,-200.0,-200.0,0
1680,-200.0,-200.0,0
1681,-200.0,-200.0,0
1682,-200.0,-200.0,0
1683,-200.0,-200.0,0
1684,-200.0,-200.0,0
1685,-200.0,-200.0,0
1686,-200.0,-200.0,0
1687,-200.0,-200.0,0
1688,-200.0,-200.0,0
1689,-200.0,-200.0,0
1690,-200.0,-200.0,0
1691,-200.0,-200.0,0
1692,-200.0,-200.0,0
1693,-200.0,-200.0,0
1694,-200.0,-200.0,0
1695,-200.0,-200.0,0
1696,-200.0,-200.0,0
1697,-200.0,-200.0,0
1698,-200.0,-200.0,0
1699,-200.0,-200.0,0
1700,-200.0,-200.0,0
1701,-200.0,-200.0,0
1702,-200.0,-200.0,0
1703,-200.0,-200.0,0
1704,-200.0,-200.0,0
1705,-200.0,-200.0,0
1706,-200.0,-200.0,0
1707,-200.0,-200.0,0
1708,-200.0,-200.0,0
1709,-200.0,-200.0,0
1710,-200.0,-200.0,0
1711,-200.0,-200.0,0
1712,-200.0,-200.0,0
1713,-200.0,-200.0,0
1714,-200.0,-200.0,0
1715,-200.0,-200.0,0
1716,-200.0,-200.0,0
1717,-200.0,-200.0,0
1718,-200.0,-200.0,0
1719,-200.0,-200.0,0
1720,-200.0,-200.0,0
1721,-200.0,-200.0,0
1722,-200.0,-200.0,0
1723,-200.0,-200.0,0
1724,-200.0,-200.0,0
1725,-200.0,-200.0,0
1726,-200.0,-200.0,0
1727,-200.0,-200.0,0
1728,-200.0,-200.0,0
1729,-200.0,-200.0,0
1730,-200.0,-200.0,0
1731,-200.0,-200.0,0
1732,-200.0,-200.0,0
1733,-200.0,-200.0,0
1734,-200.0,-200.0,0
1735,-200.0,-200.0,0
1736,-200.0,-200.0,0
1737,-200.0,-200.0,0
1738,-200.0,-200.0,0
1739,-200.0,-200.0,0
1740,-200.0,-200.0,0
1741,-200.0,-200.0,0
1742,-200.0,-200.0,0
1743,-200.0,-200.0,0
1744,-200.0,-200.0,0
1745,-200.0,-200.0,0
1746,-200.0,-200.0,0
1747,-200.0,-200.0,0
1748,-200.0,-200.0,0
1749,-200.0,-200.0,0
1750,-200.0,-200.0,0
1751,-200.0,-200.0,0
1752,-200.0,-200.0,0
1753,-200.0,-200.0,0
1754,-200.0,-200.0,0
1755,-200.0,-200.0,0
1756,-200.0,-200.0,0
1757,-200.0,-200.0,0
1758,-200.0,-200.0,0
1759,-200.0,-200.0,0
1760,-200.0,-200.0,0
1761,-200.0,-200.0,0
1762,-200.0,-200.0,0
1763,-200.0,-200.0,0
1764,-200.0,-200.0,0
1765,-200.0,-200.0,0
1766,-200.0,-200.0,0
1767,-200.0,-200.0,0
1768,-200.0,-200.0,0
1769,-200.0,-200.0,0
1770,-200.0,-200.0,0
1771,-200.0,-200.0,0
1772,-200.0,-200.0,0
1773,-200.0,-200.0,0
1774,-200.0,-200.0,0
1775,-200.0,-200.0,0
1776,-200.0,-200.0,0
1777,-200.0,-200.0,0
1778,-200.0,-200.0,0
1779,-200.0,-200.0,0
1780,-200.0,-200.0,0
1781,-200.0,-200.0,0
1782,-200.0,-200.0,0
1783,-200.0,-200.0,0
1784,-200.0,-200.0,0
1785,-200.0,-200.0,0
1786,-200.0,-200.0,0
1787,-200.0,-200.0,0
1788,-200.0,-200.0,0
1789,-200.0,-200.0,0
1790,-200.0,-200.0,0
1791,-200.0,-200.0,0
1792,-200.0,-200.0,0
1793,-200.0,-200.0,0
1794,-200.0,-200.0,0
1795,-200.0,-200.0,0
1796,-200.0,-200.0,0
1797,-200.0,-200.0,0
1798,-200.0,-200.0,0
1799,-200.0,-200.0,0
1800,-200.0,-200.0,0
1801,-200.0,-200.0,0
1802,-200.0,-200.0,0
1803,-200.0,-200.0,0
1804,-200.0,-200.0,0
1805,-200.0,-200.0,0
1806,-200.0,-200.0,0
1807,-200.0,-200.0,0
1808,-200.0,-200.0,0
1809,-200.0,-200.0,0
1810,-200.0,-200.0,0
1811,-200.0,-200.0,0
1812,-200.0,-200.0,0
1813,-200.0,-200.0,0
1814,-200.0,-200.0,0
1815,-200.0,-200.0,0
1816,-200.0,-200.0,0
1817,-200.0,-200.0,0
1818,-200.0,-200.0,0
1819,-200.0,-200.0,0
1820,-200.0,-200.0,0
1821,-200.0,-200.0,0
1822,-200.0,-200.0,0
1823,-200.0,-200.0,0
1824,-200.0,-200.0,0
1825,-200.0,-200.0,0
1826,-200.0,-200.0,0
1827,-200.0,-200.0,0
1828,-200.0,-200.0,0
1829,-200.0,-200.0,0
1830,-200.0,-200.0,0
1831,-200.0,-200.0,0
1832,-200.0,-200.0,0
1833,-200.0,-200.0,0
1834,-200.0,-200.0,0
1835,-200.0,-200.0,0
1836,-200.0,-200.0,0
1837,-200.0,-200.0,0
1838,-200.0,-200.0,0
1839,-200.0,-200.0,0
1840,-200.0,-200.0,0
1841,-200.0,-200.0,0
1842,-200.0,-200.0,0
1843,-200.0,-200.0,0
1844,-200.0,-200.0,0
1845,-200.0,-200.0,0
1846,-200.0,-200.0,0
1847,-200.0,-200.0,0
1848,-200.0,-200.0,0
1849,-200.0,-200.0,0
1850,-200.0,-200.0,0
1851,-200.0,-200.0,0
1852,-200.0,-200.0,0
1853,-200.0,-200.0,0
1854,-200.0,-200.0,0
1855,-200.0,-200.0,0
1856,-200.0,-200.0,0
1857,-200.0,-200.0,0
1858,-200.0,-200.0,0
1859,-200.0,-200.0,0
1860,-200.0,-200.0,0
1861,-200.0,-200.0,0
1862,-200.0,-200.0,0
1863,-200.0,-200.0,0
1864,-200.0,-200.0,0
1865,-200.0,-200.0,0
1866,-200.0,-200.0,0
1867,-200.0,-200.0,0
1868,-200.0,-200.0,0
1869,-200.0,-200.0,0
1870,-200.0,-200.0,0
1871,-200.0,-200.0,0
1872,-200.0,-200.0,0
1873,-200.0,-200.0,0
1874,-200.0,-200.0,0
1875,-200.0,-200.0,0
1876,-200.0,-200.0,0
1877,-200.0,-200.0,0
1878,-200.0,-200.0,0
1879,-200.0,-200.0,0
1880,-200.0,-200.0,0
1881,-200.0,-200.0,0
1882,-200.0,-200.0,0
1883,-200.0,-200.0,0
1884,-200.0,-200.0,0
1885,-200.0,-200.0,0
1886,-200.0,-200.0,0
1887,-200.0,-200.0,0
1888,-200.0,-200.0,0
1889,-200.0,-200.0,0
1890,-200.0,-200.0,0
1891,-200.0,-200.0,0
1892,-200.0,-200.0,0
1893,-200.0,-200.0,0
1894,-200.0,-200.0,0
1895,-200.0,-200.0,0
1896,-200.0,-200.0,0
1897,-200.0,-200.0,0
1898,-200.0,-200.0,0
1899,-200.0,-200.0,0
1900,-200.0,-200.0,0
1901,-200.0,-200.0,0
1902,-200.0,-200.0,0
1903,-200.0,-200.0,0
1904,-200.0,-200.0,0
1905,-200.0,-200.0,0
1906,-200.0,-200.0,0
1907,-200.0,-200.0,0
1908,-200.0,-200.0,0
1909,-200.0,-200.0,0
1910,-200.0,-200.0,0
1911,-200.0,-200.0,0
1912,-200.0,-200.0,0
1913,-200.0,-200.0,0
1914,-200.0,-200.0,0
1915,-200.0,-200.0,0
1916,-200.0,-200.0,0
1917,-200.0,-200.0,0
1918,-200.0,-200.0,0
1919,-200.0,-200.0,0
1920,-200.0,-200.0,0
1921,-200.0,-200.0,0
1922,-200.0,-200.0,0
1923,-200.0,-200.0,0
1924,-200.0,-200.0,0
1925,-200.0,-200.0,0
1926,-200.0,-200.0,0
1927,-200.0,-200.0,0
1928,-200.0,-200.0,0
1929,-200.0,-200.0,0
1930,-200.0,-200.0,0
1931,-200.0,-200.0,0
1932,-200.0,-200.0,0
